rmse,loss,tr_loss,params.iterationCount,params.traitCount,train_time,status,geo_mean,geo_mean_tr,dataset_size
4.5,2.1246302545030114,1.4200811106883033,30.0,7.0,0.2939770221710205,ok,0.11947713623387853,0.24169441210184334,50
4.5,2.1246302545030114,1.4200811106883033,20.0,7.0,0.1682264804840088,ok,0.11947713623387853,0.24169441210184334,50
4.5,2.124630256277851,1.4200811125475243,10.0,7.0,0.15170598030090332,ok,0.11947713602182573,0.24169441165248,50
4.5,2.127035318613941,1.4302266810217896,30.0,8.0,0.2971675395965576,ok,0.11919013133238424,0.2392546816006314,50
4.5,2.1270353204696066,1.4302266829917876,10.0,8.0,0.11842155456542969,ok,0.11919013111120719,0.23925468112930018,50
4.5,2.1282164044497534,1.4357498047017545,20.0,9.0,0.17760801315307617,ok,0.11904944065673591,0.2379368909135356,50
4.5,2.1282164044497534,1.4357498047017545,30.0,9.0,0.2328205108642578,ok,0.11904944065673591,0.2379368909135356,50
4.5,2.1282164044497534,1.4357498047017545,20.0,9.0,0.20183038711547852,ok,0.11904944065673591,0.2379368909135356,50
4.5,2.1282164044497534,1.4357498047017545,20.0,9.0,0.23833179473876953,ok,0.11904944065673591,0.2379368909135356,50
4.5,2.128216406378672,1.4357498067775694,10.0,9.0,0.12212848663330078,ok,0.1190494404270992,0.23793689041962265,50
4.5,2.128216406378672,1.4357498067775694,10.0,9.0,0.12590622901916504,ok,0.1190494404270992,0.23793689041962265,50
4.5,2.1338715025304493,1.436642494517962,20.0,11.0,0.33308935165405273,ok,0.11837810441862352,0.23772458185128487,50
4.5,2.133871505269508,1.4366424969962825,10.0,11.0,0.14106416702270508,ok,0.11837810409437895,0.23772458126212717,50
4.5,2.1365382632845695,1.4372619952314791,20.0,10.0,0.21525359153747559,ok,0.11806283889131765,0.2375773569108938,50
4.5,2.1365382632845695,1.4372619952314791,20.0,10.0,0.1843554973602295,ok,0.11806283889131765,0.2375773569108938,50
4.5,2.1365382651425335,1.4372619974086338,10.0,10.0,0.12706232070922852,ok,0.11806283867196114,0.23757735639365113,50
