rmse,loss,tr_loss,params.learning_rate,params.n_estimators,params.reg_alpha,params.subsample,train_time,status,geo_mean,geo_mean_tr,dataset_size
1.2454,1.2250734056654258,1.074123558935104,0.13,200,0.0,0.8,1.8848521709442139,ok,0.29373613763548806,0.341597013791155,100000
1.24956,1.2251834101477344,1.0739871361178122,0.13,200,0.05,0.86,1.9251456260681152,ok,0.2937038271209154,0.341643618597062,100000
1.23872,1.2252135948571903,1.0686028814642008,0.07,400,0.02,0.78,3.7575159072875977,ok,0.2936949618900256,0.343488075898344,100000
1.24936,1.2252691770568707,1.0383331466290564,0.09,400,0.09,0.72,3.701571464538574,ok,0.29367863813166806,0.3540443303790842,100000
1.2328,1.2257744706075662,1.1252044677343902,0.04,400,0.06,0.86,3.9703707695007324,ok,0.293530281694775,0.32458609318980397,100000
1.23536,1.2258105583360115,1.1257203681744772,0.04,400,0.04,0.7000000000000001,3.944038152694702,ok,0.29351968904481224,0.3244186822688782,100000
1.25884,1.2259683218247486,1.025867178455185,0.08,500,0.09,0.74,4.6153459548950195,ok,0.2934733860072159,0.35848545970956436,100000
1.2326,1.226162364249658,1.1312252691710534,0.05,300,0.07,0.7000000000000001,3.0364434719085693,ok,0.2934164452443892,0.3226376961153458,100000
1.24712,1.2261717052402596,1.042185717901536,0.07,500,0.0,0.74,4.5400238037109375,ok,0.29341370445693266,0.35268297340886495,100000
1.24712,1.2261717052402596,1.042185717901536,0.07,500,0.0,0.78,4.6093223094940186,ok,0.29341370445693266,0.35268297340886495,100000
1.23976,1.2261843935396874,1.0368965279646452,0.09,400,0.03,0.8200000000000001,3.75414776802063,ok,0.29340998155961295,0.3545533225984557,100000
1.25124,1.226270011305027,1.0484323671917966,0.11,300,0.1,0.74,2.8727211952209473,ok,0.29338486152803933,0.350486753213482,100000
1.235,1.2265236134330657,1.1134854785953494,0.09,200,0.0,0.86,1.9378533363342285,ok,0.29331046793640675,0.32841228988027565,100000
1.25704,1.2270281427407983,1.0252171385261912,0.08,500,0.06,0.76,4.604795932769775,ok,0.2931625215338544,0.35871856532811086,100000
1.24524,1.227531937359746,1.1208421803992545,0.16,100,0.07,0.76,1.0510964393615723,ok,0.29301486503042756,0.3260051238527393,100000
1.2328,1.2275853229554727,1.1474523564490327,0.06,200,0.02,0.8,2.032848834991455,ok,0.292999222674843,0.31744447543926146,100000
1.25052,1.22766587055576,1.0244957054677557,0.08,500,0.03,0.9,4.641666889190674,ok,0.2929756232410222,0.3589774501326129,100000
1.23436,1.2278782124960608,1.1485774509272861,0.04,300,0.08,0.74,3.1096584796905518,ok,0.2929134188332584,0.3170875212540379,100000
1.2334,1.2284497035115147,1.1480350870954181,0.06,200,0.08,0.84,2.036508083343506,ok,0.29274606927002994,0.31725954470253426,100000
1.23304,1.2285201635372782,1.1479389994638731,0.06,200,0.09,0.74,2.108643054962158,ok,0.29272544310111576,0.31729003088541885,100000
1.23304,1.2285201635372782,1.1479389994638731,0.06,200,0.09,0.86,2.2098188400268555,ok,0.29272544310111576,0.31729003088541885,100000
1.23716,1.2287329891238796,1.148139616407728,0.04,300,0.0,0.72,3.046578884124756,ok,0.2926631502659643,0.3172263835136911,100000
1.26212,1.2289332186036928,1.0080967142349104,0.09,500,0.07,0.76,4.578467845916748,ok,0.2926045563419373,0.3649128524804698,100000
1.24864,1.2295742740130229,1.0255162841129046,0.13,300,0.01,0.8200000000000001,2.810481548309326,ok,0.29241704071867364,0.3586112723013386,100000
1.25764,1.2298693429328693,1.0251307915480699,0.1,400,0.05,0.9,3.7401788234710693,ok,0.29233077026681453,0.3587495409295285,100000
1.23384,1.2302156768085013,1.1522557713376413,0.11,100,0.0,0.74,1.0780010223388672,ok,0.29222954374827964,0.3159233142286191,100000
1.22588,1.230505749123829,1.1618686096282502,0.05,200,0.08,0.8200000000000001,2.226983070373535,ok,0.2921447883411103,0.3129009445461005,100000
1.25916,1.2309707450979368,1.0085074747424014,0.09,500,0.04,0.7000000000000001,4.5401999950408936,ok,0.2920089737697367,0.36476299147259383,100000
1.26268,1.2314374641487305,0.9934523903981715,0.1,500,0.04,0.78,5.0204384326934814,ok,0.2918727194174,0.37029607508682755,100000
1.25932,1.2316063247403914,0.9976023684481792,0.12,400,0.08,0.8,3.7525148391723633,ok,0.29182343777828995,0.3687625387751496,100000
1.262,1.2330563455799346,0.9983588128964425,0.12,400,0.05,0.88,3.593346357345581,ok,0.2914005943520221,0.3684836958778428,100000
1.26884,1.2334149777753487,0.9926807386236324,0.1,500,0.0,0.76,4.443716049194336,ok,0.2912961074544273,0.37058192498437953,100000
1.22548,1.2346113023775358,1.177003554705535,0.04,200,0.06,0.74,2.1561717987060547,ok,0.2909478311218683,0.30820086338978814,100000
1.23216,1.2347426976288636,1.1768390111140146,0.04,200,0.0,0.88,2.1471383571624756,ok,0.29090960446992997,0.3082515800391954,100000
1.23544,1.2368469313194634,1.1846182881602496,0.07,100,0.09,0.76,1.1242668628692627,ok,0.2902981062724723,0.305862908712429,100000
1.27088,1.2373598568399133,0.9790432138580825,0.11,500,0.0,0.8200000000000001,4.4094460010528564,ok,0.29014924314633883,0.37567036315183333,100000
1.27696,1.2412192786798477,0.9667789453956614,0.15,400,0.08,0.7000000000000001,3.575376272201538,ok,0.2890315929495845,0.38030605391164,100000
1.24248,1.2446085376197817,1.204478437573203,0.05,100,0.0,0.8200000000000001,1.1154139041900635,ok,0.2880536482293433,0.29984834836910423,100000
1.28744,1.2453569865614613,0.9398005262204324,0.14,500,0.01,0.8,4.450860500335693,ok,0.2878381354413985,0.39070576314126065,100000
1.24488,1.249876429304661,1.217461823326067,0.04,100,0.06,0.9,1.208693504333496,ok,0.28654020264466973,0.29598046503892267,100000
1.24488,1.249876429304661,1.217461823326067,0.04,100,0.06,0.72,1.2052998542785645,ok,0.28654020264466973,0.29598046503892267,100000
1.29032,1.2603248005190373,0.9075997691240579,0.17,500,0.04,0.76,4.477161407470703,ok,0.28356191048521073,0.4034915355255321,100000
