rmse,loss,tr_loss,params.bootstrap,params.max_depth,params.max_features,params.min_samples_leaf,params.min_samples_split,params.n_estimators,train_time,status,geo_mean,geo_mean_tr,dataset_size
8.236,1.6959410541870725,1.5116604280751467,True,10,sqrt,4,10,100,0.4749910831451416,ok,0.18342653347517915,0.22054347718818365,10000
8.236,1.6959410541870725,1.5116604280751467,True,10,sqrt,4,10,100,0.5015361309051514,ok,0.18342653347517915,0.22054347718818365,10000
8.236,1.6959410541870725,1.5116604280751467,True,10,sqrt,4,10,100,0.47617530822753906,ok,0.18342653347517915,0.22054347718818365,10000
8.236,1.6959410541870725,1.5116604280751467,True,10,sqrt,4,10,100,0.47688984870910645,ok,0.18342653347517915,0.22054347718818365,10000
8.3564,1.6967071309496584,1.5014595842209695,True,10,sqrt,4,2,400,1.9405474662780762,ok,0.1832860684805959,0.2228047204485562,10000
8.27,1.700168386652309,1.467994589503524,True,10,sqrt,2,5,200,1.1080741882324219,ok,0.18265276517545226,0.2303870428196995,10000
8.2792,1.7008045506562515,1.4620365547463945,True,10,sqrt,2,2,300,1.5450048446655273,ok,0.18253660501340152,0.2317637941217886,10000
7.9232,1.7581905280526051,1.224635192193533,True,20,sqrt,4,10,200,1.2510461807250977,ok,0.172356456001467,0.2938648849755308,10000
7.8592,1.7594725706209475,1.2217000487659888,True,20,sqrt,4,10,400,2.4145567417144775,ok,0.1721356292728242,0.2947286876334568,10000
7.8116,1.7604347709362722,1.2269964714884112,True,20,sqrt,4,10,100,0.6024229526519775,ok,0.17197007997462527,0.29317180650509694,10000
7.7648,1.769092190037325,1.1372471226192569,True,20,sqrt,1,10,200,1.390636682510376,ok,0.1704876890182012,0.320700657327845,10000
7.7148,1.7702301346065157,1.1334326748327928,True,20,sqrt,1,10,500,3.2637805938720703,ok,0.17029379382028598,0.3219262893088256,10000
7.794,1.7712849045376526,1.1603063554083521,True,20,sqrt,2,10,300,1.8854279518127441,ok,0.1701142677431033,0.3133901574050551,10000
7.794,1.7712849045376526,1.1603063554083521,True,20,sqrt,2,10,300,1.8841931819915771,ok,0.1701142677431033,0.3133901574050551,10000
7.794,1.7712849045376526,1.1603063554083521,True,20,sqrt,2,10,300,1.9048407077789307,ok,0.1701142677431033,0.3133901574050551,10000
7.7356,1.772662796577198,1.1621010546997936,True,20,sqrt,2,10,200,1.2675633430480957,ok,0.16988003006194516,0.31282822071613486,10000
7.7356,1.772662796577198,1.1621010546997936,True,20,sqrt,2,10,200,1.3175923824310303,ok,0.16988003006194516,0.31282822071613486,10000
7.7356,1.772662796577198,1.1621010546997936,True,20,sqrt,2,10,200,1.259145736694336,ok,0.16988003006194516,0.31282822071613486,10000
7.8124,1.7739401300390738,1.1865718105596073,True,20,sqrt,4,2,200,1.2439634799957275,ok,0.1696631751425497,0.3052659819138976,10000
7.834,1.775841389020078,1.193239816144071,True,30,sqrt,4,10,300,1.9195456504821777,ok,0.16934090796082824,0.3032372379965134,10000
7.8088,1.7763005420956033,1.1834970351740512,True,20,sqrt,4,2,400,2.5020105838775635,ok,0.16926317240975014,0.30620605075075763,10000
7.7776,1.7763138251104686,1.1922057703655893,True,70,sqrt,4,10,300,1.8532416820526123,ok,0.16926092409944707,0.30355096135654613,10000
7.7776,1.7763138251104686,1.1922057703655893,True,60,sqrt,4,10,300,1.921051263809204,ok,0.16926092409944707,0.30355096135654613,10000
7.8224,1.7765716066231594,1.1926405907368123,True,50,sqrt,4,10,200,1.2209103107452393,ok,0.169217297385715,0.3034189999066864,10000
7.8224,1.7765716066231594,1.1926405907368123,True,40,sqrt,4,10,200,1.2571744918823242,ok,0.169217297385715,0.3034189999066864,10000
7.7784,1.7782804545019364,1.1945068293290102,True,30,sqrt,4,10,100,0.6494700908660889,ok,0.16892837769623198,0.3028532757118112,10000
7.7784,1.7782804545019364,1.1945068293290102,True,30,sqrt,4,10,100,0.6255154609680176,ok,0.16892837769623198,0.3028532757118112,10000
7.7388,1.7795339928031244,1.1928639077358716,True,60,sqrt,4,10,100,0.6254000663757324,ok,0.16871675217269344,0.30335124885143244,10000
7.7388,1.7795339928031244,1.1928639077358716,True,40,sqrt,4,10,100,0.6143438816070557,ok,0.16871675217269344,0.30335124885143244,10000
7.7388,1.7795339928031244,1.1928639077358716,True,40,sqrt,4,10,100,0.6169452667236328,ok,0.16871675217269344,0.30335124885143244,10000
7.7388,1.7795339928031244,1.1928639077358716,True,40,sqrt,4,10,100,0.6160190105438232,ok,0.16871675217269344,0.30335124885143244,10000
7.5744,1.79111223963228,1.0923527844683145,True,50,sqrt,1,10,400,2.678731679916382,ok,0.16677457318234085,0.3354263786120901,10000
7.5592,1.791703055426513,1.0926615911881674,True,100,sqrt,1,10,300,1.9437777996063232,ok,0.1666760692321384,0.3353228126841091,10000
7.6284,1.79187395658903,1.1229089251511866,True,30,sqrt,2,10,400,2.5796499252319336,ok,0.16664758653207545,0.325332050249165,10000
7.632,1.7922137059383845,1.1234823236813483,True,30,sqrt,2,10,300,1.9866492748260498,ok,0.16659097773992437,0.3251455588018082,10000
7.7068,1.7922810750447964,1.147930394628525,True,80,sqrt,4,2,500,3.1607673168182373,ok,0.16657975503265388,0.3172927611256388,10000
7.7644,1.7923474453789903,1.149320701249289,True,30,sqrt,4,2,200,1.2772152423858643,ok,0.166568699445528,0.3168519334129774,10000
7.6584,1.7923813318836954,1.1221193958080795,True,40,sqrt,2,10,400,2.5410778522491455,ok,0.16656305511014444,0.3255890108747187,10000
7.7268,1.7925491959719642,1.1486280112013967,True,110,sqrt,4,2,300,1.925349235534668,ok,0.16653509750136403,0.3170714896273314,10000
7.678,1.7925959255721267,1.12273264058139,True,40,sqrt,2,10,300,2.025104522705078,ok,0.16652731556466957,0.32538940632503127,10000
7.678,1.7925959255721267,1.12273264058139,True,60,sqrt,2,10,300,1.92179536819458,ok,0.16652731556466957,0.32538940632503127,10000
7.678,1.7925959255721267,1.12273264058139,True,80,sqrt,2,10,300,2.069157361984253,ok,0.16652731556466957,0.32538940632503127,10000
7.678,1.7925959255721267,1.12273264058139,True,60,sqrt,2,10,300,1.9102320671081543,ok,0.16652731556466957,0.32538940632503127,10000
7.746,1.79318285563285,1.1487566028141174,True,90,sqrt,4,2,200,1.30717134475708,ok,0.1664296043548613,0.3170307195145359,10000
7.746,1.79318285563285,1.1487566028141174,True,70,sqrt,4,5,200,1.2688493728637695,ok,0.1664296043548613,0.3170307195145359,10000
7.746,1.79318285563285,1.1487566028141174,True,100,sqrt,4,5,200,1.2570397853851318,ok,0.1664296043548613,0.3170307195145359,10000
7.702,1.7953946649401837,1.124263234797232,True,30,sqrt,2,10,200,1.425649881362915,ok,0.16606190060212828,0.32489174813534333,10000
7.7508,1.7961709748182257,1.1234527395309688,True,90,sqrt,2,10,200,1.4167745113372803,ok,0.16593303513456392,0.3251551780992037,10000
7.7508,1.7961709748182257,1.1234527395309688,True,100,sqrt,2,10,200,1.3680698871612549,ok,0.16593303513456392,0.3251551780992037,10000
7.778,1.8009198315052606,1.1241550016091535,True,50,sqrt,2,10,100,0.6498780250549316,ok,0.1651469110038478,0.32492691410805274,10000
7.6868,1.8069750333431358,1.09408153691471,True,30,sqrt,1,10,100,0.692584753036499,ok,0.16414993461765626,0.33484701037589765,10000
8.2076,1.8184346456032559,1.4805032610316773,False,10,sqrt,2,5,100,0.567450761795044,ok,0.1622795772677448,0.22752315602816112,10000
7.5384,1.861953104118864,0.9529830105828513,True,20,sqrt,2,5,400,2.73903751373291,ok,0.155368882234853,0.38558908985796075,10000
7.5212,1.893157752654887,0.8859581496390787,True,20,sqrt,1,5,300,2.1570231914520264,ok,0.15059551383761496,0.41231892072866244,10000
7.4764,2.006933171867153,0.8823941190055586,True,50,sqrt,2,5,300,2.1414902210235596,ok,0.1344002256612751,0.41379105980901143,10000
7.4764,2.006933171867153,0.8823941190055586,True,50,sqrt,2,5,300,2.2190492153167725,ok,0.1344002256612751,0.41379105980901143,10000
7.4508,2.0217450545003164,0.8124885288050481,True,90,sqrt,2,2,500,3.693833112716675,ok,0.13242417592857325,0.4437524004221793,10000
7.4944,2.0327616459706164,0.814476620114035,True,30,sqrt,2,2,400,2.955134868621826,ok,0.13097331930254877,0.4428710565179292,10000
7.4944,2.0327616459706164,0.814476620114035,True,30,sqrt,2,2,400,3.121002674102783,ok,0.13097331930254877,0.4428710565179292,10000
7.4768,2.057829812489179,0.8830124314843296,True,40,sqrt,2,5,200,1.4613029956817627,ok,0.12773086926158841,0.41353528671512424,10000
7.4728,2.098945518311862,0.8125505442420214,True,50,sqrt,2,2,300,2.2241973876953125,ok,0.12258562441969402,0.44372488177645836,10000
7.3876,2.1063924003647307,0.7964512163558012,True,60,sqrt,1,5,200,1.508124589920044,ok,0.12167613436888836,0.45092636814012316,10000
7.3876,2.1063924003647307,0.7964512163558012,True,70,sqrt,1,5,200,1.5450780391693115,ok,0.12167613436888836,0.45092636814012316,10000
7.3976,2.1070901095417023,0.8156270233703499,True,30,sqrt,2,2,200,1.6277484893798828,ok,0.12159126942228946,0.44236186915394016,10000
7.6748,2.10922541455015,0.9926600139599631,False,20,sqrt,2,10,300,2.595384359359741,ok,0.12133191197787914,0.3705896052497219,10000
7.7384,2.185770837605961,1.069928828199143,False,20,sqrt,4,10,100,0.7883720397949219,ok,0.11239106499537786,0.34303293082136327,10000
7.3728,2.186575187506974,0.8830188700507727,True,70,sqrt,2,5,100,0.7260050773620605,ok,0.11230069960094415,0.4135326241492757,10000
7.638,2.2150958858156358,1.004354604427685,False,110,sqrt,4,10,200,1.643402099609375,ok,0.10914304847648838,0.36628095464227317,10000
7.638,2.2150958858156358,1.004354604427685,False,40,sqrt,4,10,200,1.6473298072814941,ok,0.10914304847648838,0.36628095464227317,10000
7.3524,2.2619620397187448,0.8152597714328844,True,30,sqrt,2,2,100,0.7371633052825928,ok,0.1041459456815149,0.4425243572426542,10000
7.6112,2.3656643945230105,0.9088287346169179,False,30,sqrt,2,10,200,1.6980764865875244,ok,0.09388690169883623,0.40299596293489093,10000
7.5828,2.4132267556589504,0.9075032192308693,False,50,sqrt,2,10,200,1.739661693572998,ok,0.08952594963598534,0.40353049447090034,10000
7.504,2.4789172825993933,0.8626085921131331,False,90,sqrt,1,10,200,1.7946898937225342,ok,0.08383394494257483,0.42205966355282604,10000
7.504,2.4789172825993933,0.8626085921131331,False,100,sqrt,1,10,200,1.8171298503875732,ok,0.08383394494257483,0.42205966355282604,10000
7.4636,2.488744398376041,0.9076070770937096,False,30,sqrt,2,10,100,0.876307487487793,ok,0.08301413384645906,0.40348858683241023,10000
7.6312,2.5863250144423198,0.9479959579440297,False,30,sqrt,4,5,100,0.8275034427642822,ok,0.07529624486260353,0.3875168458609845,10000
7.4928,2.7976223081885703,0.7576106357319239,False,20,sqrt,2,5,400,3.6752572059631348,ok,0.06095482224185314,0.46878518849208406,10000
7.31,4.454620122874962,0.6122002850688065,False,100,sqrt,2,5,400,3.8379833698272705,ok,0.011624735006887722,0.5421566565559294,10000
7.3448,4.561764872794038,0.6122182429534379,False,80,sqrt,2,5,300,3.023066759109497,ok,0.010443611024131785,0.5421469206566573,10000
7.2052,4.7496472378983805,0.5042604426437189,False,70,sqrt,1,5,500,5.292274236679077,ok,0.008654747731679598,0.6039520674978014,10000
7.1964,4.948545973177203,0.3492672832662758,True,110,sqrt,1,2,200,1.7375683784484863,ok,0.007093715887112633,0.7052046156846067,10000
7.278,5.421068044875686,0.5253211001429599,False,80,sqrt,2,2,500,4.977590322494507,ok,0.004422420780708706,0.5913654463477316,10000
7.2424,5.454101208227809,0.5048360826857639,False,40,sqrt,1,5,200,2.016188621520996,ok,0.0042787207329882905,0.6036045085482953,10000
7.2568,5.959953372757761,0.5248438973950591,False,50,sqrt,2,2,200,2.1353814601898193,ok,0.0025800322690121913,0.591647714908052,10000
7.2568,5.959953372757761,0.5248438973950591,False,40,sqrt,2,2,200,1.9981188774108887,ok,0.0025800322690121913,0.591647714908052,10000
7.2,6.019422622406257,0.5045516561410983,False,60,sqrt,1,5,100,1.0241742134094238,ok,0.00243107283687018,0.6037762141106586,10000
7.2552,6.506456556011326,0.5244504220724459,False,80,sqrt,2,2,100,1.023360013961792,ok,0.0014937634233057968,0.5918805594898432,10000
