rmse,loss,tr_loss,params.learning_rate,params.n_estimators,params.reg_alpha,params.subsample,train_time,status,geo_mean,geo_mean_tr,dataset_size
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.76,0.4359402656555176,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.7000000000000001,0.3522298336029053,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.78,0.3513789176940918,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.88,0.36388468742370605,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.8200000000000001,0.35405874252319336,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.78,0.3527340888977051,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.84,0.35080814361572266,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.84,0.33451151847839355,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.8,0.3502082824707031,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.78,0.33191704750061035,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.88,0.36408019065856934,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.9,0.3395094871520996,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.8,0.3330538272857666,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.9,0.3623204231262207,ok,0.19048289594407478,0.23111261268451797,10000
7.3532,1.6581928735167757,1.4648501864514736,0.04,100,0.0,0.84,0.33884596824645996,ok,0.19048289594407478,0.23111261268451797,10000
7.3472,1.6594108309498494,1.467388119135343,0.04,100,0.08,0.86,0.3482847213745117,ok,0.19025103711084299,0.2305268081118527,10000
7.3204,1.6635385543349162,1.4333563982154505,0.05,100,0.0,0.72,0.3519101142883301,ok,0.18946735198634332,0.23850705265380684,10000
