rmse,loss,tr_loss,params.ItemTraitFeatureWeightPriorVariance,params.ItemTraitVariance,params.UserTraitFeatureWeightPriorVariance,params.UserTraitVariance,params.iterationCount,params.traitCount,train_time,status,geo_mean,geo_mean_tr,dataset_size
1.8786,1.8974749094772334,1.9502999520243527,0,0,2,0,20.0,14.0,253.95748686790466,ok,0.14994677075803944,0.1422314025903741,100000
1.87984,1.8980289451061032,1.950727645928155,1,2,1,1,20.0,13.0,252.55722045898438,ok,0.14986371791384737,0.14217058409333422,100000
1.87984,1.8980289451061032,1.950727645928155,1,2,1,0,20.0,13.0,252.41151404380798,ok,0.14986371791384737,0.14217058409333422,100000
1.91324,1.8984488382589608,1.9405756437378854,0,0,1,1,20.0,7.0,239.88021206855774,ok,0.14980080437424015,0.14362125130361697,100000
1.872,1.8990397397103809,1.9566337769213134,0,1,1,1,40.0,19.0,532.8294265270233,ok,0.14971231300892446,0.14133338075024718,100000
1.9032,1.9000124915672219,1.945280335647363,2,1,0,0,20.0,8.0,241.55695271492004,ok,0.149566750887843,0.1429471445402941,100000
1.89064,1.9001740969450467,1.9479850055075871,1,0,1,2,20.0,9.0,244.2488992214203,ok,0.14954258204951545,0.14256104208206102,100000
1.87028,1.9005791539168064,1.9597944551151674,1,1,1,0,50.0,20.0,667.4783656597137,ok,0.14948202105023686,0.14088737662469736,100000
1.87028,1.9005791539168064,1.9597944551151674,0,0,1,0,50.0,20.0,668.6255459785461,ok,0.14948202105023686,0.14088737662469736,100000
1.87236,1.9007777765815344,1.9570335077914067,1,2,0,0,30.0,17.0,391.387469291687,ok,0.14945233348129658,0.14127689672494304,100000
1.87072,1.9009495856365055,1.9591657789173482,0,0,2,2,40.0,18.0,527.9222729206085,ok,0.14942665842278485,0.1409759770125138,100000
1.8952,1.901595338452914,1.950881261368178,1,2,2,2,20.0,10.0,247.0082552433014,ok,0.14933019688576843,0.14214874617386417,100000
1.90264,1.9016480794405304,1.9436700092279107,0,1,1,2,40.0,6.0,476.8003761768341,ok,0.1493223212713894,0.14317752154503768,100000
1.88664,1.9024491314723941,1.9525310657737536,0,2,1,0,20.0,11.0,248.64829206466675,ok,0.1492027542186413,0.14191442189394388,100000
1.86976,1.9028000572972492,1.9588453980646294,1,2,0,0,30.0,16.0,388.51331615448,ok,0.14915040430505203,0.14102115025217607,100000
1.86976,1.9028000572972492,1.9588453980646294,1,2,0,1,30.0,16.0,390.4908776283264,ok,0.14915040430505203,0.14102115025217607,100000
1.87244,1.9040374830622675,1.961435175307109,2,2,1,0,40.0,17.0,521.4312307834625,ok,0.14896595589604483,0.14065640938919594,100000
1.87244,1.9040374830622675,1.961435175307109,1,2,1,2,40.0,17.0,521.3600876331329,ok,0.14896595589604483,0.14065640938919594,100000
1.87028,1.9041461268443858,1.9606167009799544,0,0,0,2,30.0,15.0,386.63366889953613,ok,0.14894977255031527,0.14077158017496702,100000
1.90296,1.9044715933139376,1.9479628155442055,1,0,2,2,30.0,7.0,360.8863854408264,ok,0.14890130228185422,0.14256420554146287,100000
1.87496,1.905789722185382,1.9610847715504736,2,1,2,2,30.0,14.0,383.26352524757385,ok,0.14870516047480933,0.14070570455954282,100000
1.87496,1.905789722185382,1.9610847715504736,0,0,2,0,30.0,14.0,381.0211088657379,ok,0.14870516047480933,0.14070570455954282,100000
1.86444,1.9059318611622762,1.9631860227962525,1,2,1,1,40.0,16.0,519.4018256664276,ok,0.1486840251775509,0.1404103569310047,100000
1.89892,1.9075826749349674,1.9532271693607943,0,0,2,2,30.0,8.0,363.94134044647217,ok,0.14843877802539224,0.14181566913087462,100000
1.89076,1.9080302320248252,1.9565340211798212,1,1,2,1,30.0,9.0,367.6098349094391,ok,0.1483723580623485,0.14134748026968383,100000
1.86928,1.9087549362715832,1.9680614807784251,0,0,1,1,50.0,15.0,643.6829075813293,ok,0.14826487093725155,0.13972745821024846,100000
1.88804,1.9099940163234406,1.9614891269342,1,2,1,1,30.0,11.0,373.3265070915222,ok,0.1480812726632516,0.1406488209517547,100000
1.88852,1.9099963837085998,1.9606904197216266,2,1,1,0,30.0,10.0,370.62156796455383,ok,0.1480809220982593,0.14076120305371218,100000
1.87388,1.9105510343888144,1.9678945508553332,1,2,1,1,50.0,14.0,636.76606798172,ok,0.14799881168749332,0.13975078485100434,100000
1.87508,1.910637707883145,1.9659243324187323,2,2,0,1,40.0,13.0,505.152884721756,ok,0.14798598466921686,0.1400263958416201,100000
1.87508,1.910637707883145,1.9659243324187323,0,2,2,0,40.0,13.0,505.23589968681335,ok,0.14798598466921686,0.1400263958416201,100000
1.88476,1.9122273873863247,1.9657584954472989,1,1,0,2,40.0,12.0,503.36893033981323,ok,0.1477509212698663,0.1400496193206297,100000
1.88476,1.9122273873863247,1.9657584954472989,2,1,1,2,40.0,12.0,503.0086476802826,ok,0.1477509212698663,0.1400496193206297,100000
1.88476,1.9122273873863247,1.9657584954472989,1,1,1,0,40.0,12.0,505.3219952583313,ok,0.1477509212698663,0.1400496193206297,100000
1.87108,1.91244249216761,1.9684418305290339,1,2,1,0,50.0,13.0,632.8199546337128,ok,0.14771914275823927,0.1396743230119853,100000
